id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,last_updated,quote_eur_price,quote_eur_volume_24h,quote_eur_volume_change_24h,quote_eur_percent_change_1h,quote_eur_percent_change_24h,quote_eur_percent_change_7d,quote_eur_percent_change_30d,quote_eur_percent_change_60d,quote_eur_percent_change_90d,quote_eur_market_cap,quote_eur_market_cap_dominance,quote_eur_fully_diluted_market_cap,quote_eur_last_updated,platform_id,platform_name,platform_symbol,platform_slug,platform_token_address
512,Stellar,XLM,stellar,398,2014-08-05T00:00:00Z,"[""medium-of-exchange"",""enterprise-solutions"",""decentralized-exchange"",""smart-contracts"",""hashkey-capital-portfolio""]",50001806812,24821852263.214363,50001802268.434555,,30,,,2022-01-28T19:17:00Z,0.17431798414095093,226424274.76362115,-23.7256,-0.30038075,-0.6204832,-12.74020994,-28.74142848,-40.92837348,-46.10388479,4326895249.168028,0.2885,8716214166.871284,2022-01-28T19:18:02Z,,,,,
1966,Decentraland,MANA,decentraland,230,2017-09-17T00:00:00Z,"[""platform"",""collectibles-nfts"",""gaming"",""payments"",""metaverse"",""boostvc-portfolio"",""dcg-portfolio"",""fabric-ventures-portfolio"",""kenetic-capital-portfolio"",""polygon-ecosystem"",""play-to-earn""]",,1824501934.8740842,2193866927.320146,,31,,,2022-01-28T19:17:00Z,2.007017733624405,556519050.4037815,-28.9048,-0.04886768,-1.01811565,-9.27519337,-33.11514633,-55.12641803,-9.40952048,3661807738.3243265,0.2442,4403129828.342626,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942
8916,Internet Computer,ICP,internet-computer,97,2021-03-23T00:00:00Z,"[""platform"",""distributed-computing"",""polychain-capital-portfolio"",""exnetwork-capital-portfolio""]",,199026764.78070688,476576081.4566358,,32,199052167.41398036,3949103657.809969,2022-01-28T19:17:00Z,17.79910382260101,202682114.04441467,-30.5983,-0.72078105,1.38515816,-21.01009421,-18.59395783,-52.75996303,-54.62588737,3542498049.8081913,0.2362,8482627153.212338,2022-01-28T19:18:02Z,,,,,
4023,Bitcoin BEP2,BTCB,bitcoin-bep2,102,2019-06-18T00:00:00Z,"[""binance-chain"",""binance-smart-chain""]",,105107.09860393,112501,,33,,,2022-01-28T19:17:00Z,33175.69910714535,250841636.15820295,422.5036,0.00964498,1.20894323,-4.96319716,-21.96777104,-36.66849655,-40.19734999,3487001477.309039,0.2326,3732299325.2569017,2022-01-28T19:18:02Z,1839,Binance Chain (BEP2),BNB,bnb,BTCB-1DE
4642,Hedera,HBAR,hedera,85,2019-09-17T00:00:00Z,"[""dag"",""marketplace"",""enterprise-solutions"",""payments"",""dcg-portfolio""]",50000000000,18092792421.137627,50000000000,,34,,,2022-01-28T19:17:00Z,0.1910695130424368,49043087.66491927,-40.2375,1.25491219,-0.25078787,-15.26550651,-25.14701814,-36.75875113,-49.3525651,3456981037.484658,0.2305,9553475652.12321,2022-01-28T19:18:02Z,,,,,
3077,VeChain,VET,vechain,163,2017-08-22T00:00:00Z,"[""logistics"",""data-provenance"",""iot"",""smart-contracts"",""fenbushi-capital-portfolio""]",86712634466,64315576989,86712634466,,35,,,2022-01-28T19:17:00Z,0.04710468614973049,214125917.09424806,-17.9285,-0.17759498,-0.28205125,-17.94124005,-38.06766986,-56.60688989,-60.07436446,3029565068.605674,0.202,4084571431.736244,2022-01-28T19:18:02Z,,,,,
3957,UNUS SED LEO,LEO,unus-sed-leo,17,2019-05-21T00:00:00Z,"[""marketplace"",""centralized-exchange"",""discount-token"",""payments"",""kenetic-capital-portfolio"",""alameda-research-portfolio""]",,953954130,985239504,,36,,,2022-01-28T19:17:00Z,3.0677027285730447,3657962.4047692157,-10.7074,-0.07514532,-1.680663,-8.35910999,-7.7475429,1.65088188,2.89735182,2926447687.5345254,0.1951,3022421914.71485,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3
1321,Ethereum Classic,ETC,ethereum-classic,285,2016-07-24T00:00:00Z,"[""mineable"",""pow"",""ethash"",""platform"",""smart-contracts"",""binance-smart-chain"",""dcg-portfolio""]",210700000,132584918.28023136,210700000,,37,,,2022-01-28T19:17:00Z,21.92323704637968,325488924.8024081,-13.4365,-0.32725415,-1.10715215,-15.13669896,-29.38838544,-49.22007784,-53.76198333,2906690592.2323904,0.1938,4619226045.674801,2022-01-28T19:18:02Z,,,,,
6210,The Sandbox,SAND,the-sandbox,184,2020-08-05T00:00:00Z,"[""collectibles-nfts"",""content-creation"",""gaming"",""ethereum-ecosystem"",""binance-launchpad"",""metaverse"",""play-to-earn"",""animoca-brands-portfolio""]",3000000000,925054385.2233225,3000000000,,38,,,2022-01-28T19:17:00Z,3.0757246478483955,1071881409.4259723,-14.1967,0.3240447,-0.96192021,-7.29569961,-41.85924337,-51.91668304,107.82862193,2845212573.2316175,0.1898,9227173943.548407,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0
4256,Klaytn,KLAY,klaytn,73,2020-03-30T00:00:00Z,"[""platform"",""enterprise-solutions""]",,2628031182.2,10782297980.8,,39,,,2022-01-28T19:17:00Z,1.057472808248946,46242985.36942985,-32.5656,-0.39777668,-2.99100907,-12.78147548,-8.23596841,-18.10063911,-26.35818752,2779071514.4068313,0.1853,11401986925.129288,2022-01-28T19:18:02Z,,,,,
2280,Filecoin,FIL,filecoin,169,2017-12-13T00:00:00Z,"[""mineable"",""distributed-computing"",""filesharing"",""storage"",""binance-smart-chain"",""polychain-capital-portfolio"",""blockchain-capital-portfolio"",""boostvc-portfolio"",""dcg-portfolio"",""hashkey-capital-portfolio"",""a16z-portfolio"",""winklevoss-capital-portfolio"",""pantera-capital-portfolio"",""web3""]",,154447467,154447467,,40,,,2022-01-28T19:17:00Z,17.246284840557667,350008529.38996786,-14.7971,0.19368668,-0.39926558,-22.25704042,-44.59129063,-65.48371581,-67.37128795,2663645008.784631,0.1776,2663645008.788416,2022-01-28T19:18:02Z,,,,,
6892,Elrond,EGLD,elrond-egld,75,2020-09-04T00:00:00Z,"[""binance-smart-chain"",""binance-launchpad"",""binance-labs-portfolio"",""electric-capital-portfolio"",""exnetwork-capital-portfolio"",""elrond-ecosystem""]",31415926,20654851.11216973,23016298,,41,,,2022-01-28T19:17:00Z,127.16986270225708,96825714.4312081,-26.7816,0.01068564,-1.09241144,-9.12760664,-41.12509573,-65.08688816,-46.3119984,2626674580.0701866,0.1752,3995158996.08208,2022-01-28T19:18:02Z,,,,,
5665,Helium,HNT,helium,39,2020-06-05T00:00:00Z,"[""mineable"",""enterprise-solutions"",""distributed-computing"",""iot"",""usv-portfolio"",""multicoin-capital-portfolio"",""web3""]",223000000,109331646.16125783,223000000,,42,,,2022-01-28T19:17:00Z,23.723008214645294,37207923.794730276,-39.0386,-0.20938006,-6.76686531,-3.16964467,-31.08777779,-34.60644451,-13.26385416,2593675540.004212,0.173,5290230831.864443,2022-01-28T19:18:02Z,,,,,
2416,Theta Network,THETA,theta-network,96,2018-01-17T00:00:00Z,"[""media"",""collectibles-nfts"",""content-creation"",""video"",""metaverse"",""huobi-capital-portfolio"",""web3""]",1000000000,1000000000,1000000000,,43,,,2022-01-28T19:17:00Z,2.5572290593111435,257956126.97810003,-53.468,-0.29415403,-5.2599846,-24.67310617,-44.98247713,-57.1957169,-64.07737136,2557229059.3111434,0.1705,2557229059.3139324,2022-01-28T19:18:02Z,,,,,
6783,Axie Infinity,AXS,axie-infinity,184,2020-08-31T00:00:00Z,"[""collectibles-nfts"",""gaming"",""binance-launchpad"",""metaverse"",""defiance-capital-portfolio"",""play-to-earn"",""animoca-brands-portfolio""]",270000000,60907500,270000000,,44,,,2022-01-28T19:17:00Z,40.437035024800394,331110939.11689335,12.6797,-0.25271355,-5.248985,-31.36553152,-53.18435961,-66.40742682,-69.43596547,2462918710.77303,0.1643,10917999456.691734,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b
328,Monero,XMR,monero,167,2014-05-21T00:00:00Z,"[""mineable"",""pow"",""medium-of-exchange"",""privacy"",""ringct"",""boostvc-portfolio"",""electric-capital-portfolio"",""galaxy-digital-portfolio""]",,18070121.77788621,18070121.77788621,,45,,,2022-01-28T19:17:00Z,129.7093354089605,119246468.59402944,-17.4494,-0.98831403,-1.8848663,-21.82104625,-31.66514738,-38.79385229,-45.41419695,2343863486.568604,0.1563,2343863486.5703173,2022-01-28T19:18:02Z,,,,,
2011,Tezos,XTZ,tezos,195,2017-10-06T00:00:00Z,"[""pos"",""platform"",""enterprise-solutions"",""collectibles-nfts"",""defi"",""smart-contracts"",""binance-smart-chain"",""polychain-capital-portfolio"",""boostvc-portfolio"",""winklevoss-capital-portfolio""]",,875891001.051712,904129636.461802,,46,,,2022-01-28T19:17:00Z,2.630458876186143,100835656.29450256,-1.3245,-0.25940216,-0.09719067,-19.71305758,-32.08336558,-43.6192856,-54.20479299,2303995258.2880425,0.1536,2378275827.4543533,2022-01-28T19:18:02Z,,,,,
1720,IOTA,MIOTA,iota,66,2017-06-13T00:00:00Z,"[""dag"",""medium-of-exchange"",""iot"",""sharing-economy"",""binance-smart-chain""]",2779530283,2779530283,2779530283,,47,,,2022-01-28T19:17:00Z,0.713986875063286,25694612.327967077,-12.5761,-0.33629437,-1.98861818,-15.40375443,-47.04975255,-43.45535001,-44.51981006,1984548140.902941,0.1323,1984548140.903354,2022-01-28T19:18:02Z,,,,,
1765,EOS,EOS,eos,422,2017-07-01T00:00:00Z,"[""medium-of-exchange"",""enterprise-solutions"",""smart-contracts"",""binance-chain"",""binance-smart-chain"",""fenbushi-capital-portfolio"",""galaxy-digital-portfolio""]",,979050130.3148,1045636355.6275,,48,,,2022-01-28T19:17:00Z,2.011540472807567,271118985.56220144,-19.9393,-0.42179839,0.5438048,-13.16477012,-27.43228809,-44.13280844,-49.95570998,1969398962.035743,0.1313,2103339849.1792738,2022-01-28T19:18:02Z,,,,,
3945,Harmony,ONE,harmony,81,2019-06-01T00:00:00Z,"[""platform"",""enterprise-solutions"",""scaling"",""smart-contracts"",""binance-smart-chain"",""binance-launchpad"",""binance-labs-portfolio"",""hashkey-capital-portfolio"",""harmony-ecosystem""]",,11602931448.10067,13331564448.10068,,49,,,2022-01-28T19:17:00Z,0.15811346408322796,118047421.0953206,-27.7698,-0.26279115,-4.32318,-27.78960228,-24.52222753,-33.96462902,-43.66283776,1834579684.7794213,0.1224,2107899836.5351453,2022-01-28T19:18:02Z,,,,,
7278,Aave,AAVE,aave,304,2020-10-02T00:00:00Z,"[""defi"",""dao"",""yield-farming"",""binance-smart-chain"",""three-arrows-capital-portfolio"",""governance"",""lending-borowing"",""blockchain-capital-portfolio"",""defiance-capital-portfolio"",""framework-ventures-portfolio"",""alameda-research-portfolio"",""pantera-capital-portfolio"",""parafi-capital"",""polygon-ecosystem"",""fantom-ecosystem""]",16000000,13489598.97952906,16000000,,50,,,2022-01-28T19:17:00Z,131.02399419494526,178247801.75616276,-12.6881,-0.58546876,-0.92877614,-22.81307679,-40.02763437,-40.27483664,-54.47211976,1767461138.385955,0.1179,2096383907.1234,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9
16086,BitTorrent (New),BTT,bittorrent-new,22,2019-01-31T00:00:00Z,"[""platform"",""distributed-computing"",""filesharing"",""tron-ecosystem"",""storage"",""binance-smart-chain"",""binance-launchpad"",""binance-labs-portfolio"",""web3""]",,932497500000000,990000000000000,,51,,,2022-01-28T19:17:00Z,0.0000018565892745697641,39209579.18565784,-40.0382,0.51665111,-3.14740317,-12.28228833,-13.51923923,-13.51923923,-13.51923923,1731264857.0631185,0.1155,1838023381.8238392,2022-01-28T19:18:02Z,1958,Tron20,TRX,tron,TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4
6719,The Graph,GRT,the-graph,179,2020-12-17T00:00:00Z,"[""ai-big-data"",""enterprise-solutions"",""defi"",""binance-smart-chain"",""coinbase-ventures-portfolio"",""solana-ecosystem"",""analytics"",""coinfund-portfolio"",""dcg-portfolio"",""fabric-ventures-portfolio"",""framework-ventures-portfolio"",""ledgerprime-portfolio"",""multicoin-capital-portfolio"",""parafi-capital"",""polygon-ecosystem"",""fantom-ecosystem"",""web3"",""near-protocol-ecosystem"",""spartan-group""]",10057044431,4715735200,10000000000,,52,,,2022-01-28T19:17:00Z,0.36308466937872025,76976950.166577,-17.1221,-0.09058628,-0.64179109,-15.26612481,-37.28266674,-58.59669269,-57.33681879,1712211155.969593,0.1142,3651558652.157285,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7
7186,PancakeSwap,CAKE,pancakeswap,205,2020-09-25T00:00:00Z,"[""decentralized-exchange"",""defi"",""yield-farming"",""binance-chain"",""amm"",""binance-smart-chain""]",,262810923.33649385,262810923.33649385,,53,,,2022-01-28T19:17:00Z,6.362044536626421,161484280.1615289,1.4307,0.24549289,-0.31649323,-28.70231777,-40.29447529,-51.21471682,-60.84804487,1672014798.9786859,0.1115,1672014798.9825444,2022-01-28T19:18:02Z,1839,Binance Smart Chain (BEP20),BNB,bnb,0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82
4847,Stacks,STX,stacks,40,2019-10-28T00:00:00Z,"[""arrington-xrp-capital-portfolio"",""blockchain-capital-portfolio"",""dcg-portfolio"",""fabric-ventures-portfolio"",""hashkey-capital-portfolio"",""huobi-capital-portfolio"",""usv-portfolio"",""web3""]",1818000000,1296058653.463863,1352464600,,54,1048765672.087772,1499729971.3442514,2022-01-28T19:17:00Z,1.2829245643623686,45069810.98671804,-16.764,0.04130797,1.76402537,-22.64973378,-34.66195801,-33.05116156,-25.54874956,1662745483.3832042,0.1109,2332356858.0065236,2022-01-28T19:18:02Z,,,,,
1518,Maker,MKR,maker,234,2017-01-29T00:00:00Z,"[""store-of-value"",""defi"",""dao"",""binance-smart-chain"",""polychain-capital-portfolio"",""governance"",""lending-borowing"",""dragonfly-capital-portfolio"",""electric-capital-portfolio"",""a16z-portfolio"",""1confirmation-portfolio"",""placeholder-ventures-portfolio"",""pantera-capital-portfolio"",""paradigm-portfolio"",""near-protocol-ecosystem"",""spartan-group""]",1005577,977647.37512502,977647.37512502,,55,,,2022-01-28T19:17:00Z,1635.858113990911,214149034.25114223,27.1753,0.10736749,2.45440407,-1.46631642,-24.69637601,-41.19787583,-24.7088735,1599292391.2201803,0.1066,1644981294.6898036,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2
4558,Flow,FLOW,flow,56,2021-01-27T00:00:00Z,"[""collectibles-nfts"",""coinbase-ventures-portfolio"",""coinfund-portfolio"",""dcg-portfolio"",""ledgerprime-portfolio"",""a16z-portfolio"",""animoca-brands-portfolio""]",,318082398,1378211739,,56,,,2022-01-28T19:17:00Z,4.891327212096484,187971746.34639242,-16.7271,0.54175241,6.63397241,-13.07474495,-37.31721109,-58.13202908,-61.30470836,1555845089.026304,0.1038,6741284582.99862,2022-01-28T19:18:02Z,,,,,
3602,Bitcoin SV,BSV,bitcoin-sv,167,2018-11-09T00:00:00Z,"[""mineable"",""pow"",""sha-256"",""medium-of-exchange"",""store-of-value"",""state-channel""]",21000000,18963989.14423905,18963989.14423905,,57,,,2022-01-28T19:17:00Z,79.6484938312913,116986896.23528995,-7.0815,-0.32172563,0.25749266,-17.83544885,-27.76122389,-42.01150905,-45.36799168,1510453172.3715992,0.1007,1672618370.4608564,2022-01-28T19:18:02Z,,,,,
2563,TrueUSD,TUSD,trueusd,223,2018-03-06T00:00:00Z,"[""store-of-value"",""stablecoin"",""asset-backed-stablecoin"",""binance-smart-chain"",""avalanche-ecosystem""]",,1486004477.2898638,1486004477.2898638,,58,,,2022-01-28T19:17:00Z,0.8966846218028781,85952019.01898928,9.4572,-0.22561008,-0.75370029,-1.6530629,-0.07634321,-0.01489995,-0.09213183,1332477362.7160451,0.0889,1332477362.7182918,2022-01-28T19:18:02Z,1839,Binance Chain (BEP2),BNB,bnb,TUSDB-888
5034,Kusama,KSM,kusama,119,2019-12-12T00:00:00Z,"[""substrate"",""polkadot-ecosystem"",""cms-holdings-portfolio"",""kenetic-capital-portfolio"",""1confirmation-portfolio"",""vbc-ventures-portfolio""]",,8470098.05726206,9651217.45126206,,59,8597992,1410570264.3573139,2022-01-28T19:17:00Z,147.18522003497554,46821634.16868072,-30.0558,-0.45532526,-1.29919349,-29.4068761,-43.54241453,-54.88421041,-56.39073506,1246673246.275935,0.0831,1420516564.1710985,2022-01-28T19:18:02Z,,,,,
2130,Enjin Coin,ENJ,enjin-coin,215,2017-11-01T00:00:00Z,"[""media"",""collectibles-nfts"",""gaming"",""ethereum-ecosystem"",""metaverse"",""arrington-xrp-capital-portfolio""]",1000000000,853576205.567558,1000000000,,60,,,2022-01-28T19:17:00Z,1.4447700751948203,194347797.3263356,-22.6721,-0.01146577,0.43237451,-16.84082191,-40.11492265,-56.60376597,-42.98978179,1233221358.7023504,0.0822,1444770075.1939917,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c
2502,Huobi Token,HT,huobi-token,108,2018-02-03T00:00:00Z,"[""marketplace"",""centralized-exchange"",""discount-token"",""payments"",""algorand-ecosystem"",""kenetic-capital-portfolio"",""alameda-research-portfolio"",""multicoin-capital-portfolio""]",500000000,156741729.25441208,500000000,,61,,,2022-01-28T19:17:00Z,7.823530262051867,38555312.78618833,-32.0719,-0.13526998,0.20982175,-12.07466357,-10.05455082,-12.25566342,-6.08247122,1226273662.1482334,0.0818,3911765131.029896,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0x6f259637dcd74c767781e37bc6133cd6a68aa161
10791,eCash,XEC,ecash,46,2021-07-08T00:00:00Z,[],21000000000000,18963729673313,18899704673313,,62,,,2022-01-28T19:17:00Z,0.00006424999718192862,17097798.293292634,-0.7354,0.19359918,2.82290496,-16.19845957,-34.71439595,-52.47874246,-62.98343464,1218419578.0692165,0.0813,1349249940.8244863,2022-01-28T19:18:02Z,,,,,
2087,KuCoin Token,KCS,kucoin-token,35,2017-10-24T00:00:00Z,"[""marketplace"",""centralized-exchange"",""discount-token"",""algorand-ecosystem""]",170118638,80118638,170118638,,63,,,2022-01-28T19:17:00Z,14.731566744927935,13618131.332391607,-35.7338,-0.47197036,3.31092118,-10.55970334,-22.11706123,-34.88423278,-9.09231081,1180273063.2097197,0.0787,2506114070.251045,2022-01-28T19:18:02Z,1027,Ethereum,ETH,ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811
